plate,plate_glycerol,row,col,cross_letter,cross,genotype,strain_num,passage,contamination
IMG_072_crop.JPG,IMG_100_crop.JPG,9,12,B,M1,M,53,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,12,A,L1,L,54,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,12,B,M1,M,54,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,12,A,L1,L,55,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,12,B,M1,M,55,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,12,A,L1,L,56,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,12,B,M1,M,56,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,13,C,H1,H,49,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,13,D,L2,L,49,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,13,C,H1,H,50,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,13,D,L2,L,50,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,13,C,H1,H,51,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,13,D,L2,L,51,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,13,C,H1,H,52,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,13,D,L2,L,52,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,13,C,H1,H,53,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,13,D,L2,L,53,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,13,C,H1,H,54,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,13,D,L2,L,54,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,13,C,H1,H,55,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,13,D,L2,L,55,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,13,C,H1,H,56,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,13,D,L2,L,56,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,14,A,L1,L,57,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,14,B,M1,M,57,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,14,A,L1,L,58,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,14,B,M1,M,58,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,14,A,L1,L,59,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,14,B,M1,M,59,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,14,A,L1,L,60,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,14,B,M1,M,60,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,14,A,L1,L,61,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,14,B,M1,M,61,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,14,A,L1,L,62,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,14,B,M1,M,62,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,14,A,L1,L,63,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,14,B,M1,M,63,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,14,A,L1,L,64,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,14,B,M1,M,64,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,15,C,H1,H,57,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,15,D,L2,L,57,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,15,C,H1,H,58,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,15,D,L2,L,58,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,15,C,H1,H,59,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,15,D,L2,L,59,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,15,C,H1,H,60,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,15,D,L2,L,60,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,15,C,H1,H,61,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,15,D,L2,L,61,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,15,C,H1,H,62,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,15,D,L2,L,62,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,15,C,H1,H,63,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,15,D,L2,L,63,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,15,C,H1,H,64,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,15,D,L2,L,64,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,16,A,L1,L,65,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,16,B,M1,M,65,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,16,A,L1,L,66,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,16,B,M1,M,66,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,16,A,L1,L,67,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,16,B,M1,M,67,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,16,A,L1,L,68,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,16,B,M1,M,68,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,16,A,L1,L,69,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,16,B,M1,M,69,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,16,A,L1,L,70,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,16,B,M1,M,70,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,16,A,L1,L,71,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,16,B,M1,M,71,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,16,A,L1,L,72,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,16,B,M1,M,72,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,17,C,H1,H,65,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,17,D,L2,L,65,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,17,C,H1,H,66,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,17,D,L2,L,66,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,17,C,H1,H,67,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,17,D,L2,L,67,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,17,C,H1,H,68,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,17,D,L2,L,68,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,17,C,H1,H,69,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,17,D,L2,L,69,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,17,C,H1,H,70,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,17,D,L2,L,70,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,17,C,H1,H,71,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,17,D,L2,L,71,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,17,C,H1,H,72,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,17,D,L2,L,72,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,18,A,L1,L,73,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,18,B,M1,M,73,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,18,A,L1,L,74,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,18,B,M1,M,74,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,18,A,L1,L,75,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,18,B,M1,M,75,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,18,A,L1,L,76,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,18,B,M1,M,76,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,18,A,L1,L,77,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,18,B,M1,M,77,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,18,A,L1,L,78,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,18,B,M1,M,78,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,18,A,L1,L,79,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,18,B,M1,M,79,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,18,A,L1,L,80,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,18,B,M1,M,80,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,19,C,H1,H,73,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,19,D,L2,L,73,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,19,C,H1,H,74,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,19,D,L2,L,74,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,19,C,H1,H,75,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,19,D,L2,L,75,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,19,C,H1,H,76,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,19,D,L2,L,76,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,19,C,H1,H,77,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,19,D,L2,L,77,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,19,C,H1,H,78,16,0
IMG_072_crop.JPG,IMG_100_crop.JPG,11,19,D,L2,L,78,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,19,C,H1,H,79,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,19,D,L2,L,79,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,19,C,H1,H,80,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,19,D,L2,L,80,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,20,A,L1,L,81,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,20,B,M1,M,81,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,20,A,L1,L,82,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,20,B,M1,M,82,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,20,A,L1,L,83,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,20,B,M1,M,83,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,20,A,L1,L,84,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,20,B,M1,M,84,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,20,A,L1,L,85,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,20,B,M1,M,85,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,20,A,L1,L,86,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,20,B,M1,M,86,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,20,A,L1,L,87,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,20,B,M1,M,87,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,20,A,L1,L,88,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,20,B,M1,M,88,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,21,C,H1,H,81,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,21,D,L2,L,81,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,21,C,H1,H,82,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,21,D,L2,L,82,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,21,C,H1,H,83,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,21,D,L2,L,83,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,21,C,H1,H,84,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,21,D,L2,L,84,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,21,C,H1,H,85,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,21,D,L2,L,85,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,21,C,H1,H,86,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,21,D,L2,L,86,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,21,C,H1,H,87,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,21,D,L2,L,87,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,21,C,H1,H,88,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,21,D,L2,L,88,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,22,A,L1,L,89,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,22,B,M1,M,89,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,22,A,L1,L,90,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,22,B,M1,M,90,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,22,A,L1,L,91,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,22,B,M1,M,91,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,22,A,L1,L,92,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,22,B,M1,M,92,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,22,A,L1,L,93,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,22,B,M1,M,93,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,22,A,L1,L,94,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,22,B,M1,M,94,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,22,A,L1,L,95,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,22,B,M1,M,95,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,22,A,L1,L,96,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,22,B,M1,M,96,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,0,23,C,H1,H,89,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,1,23,D,L2,L,89,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,2,23,C,H1,H,90,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,3,23,D,L2,L,90,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,4,23,C,H1,H,91,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,5,23,D,L2,L,91,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,6,23,C,H1,H,92,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,7,23,D,L2,L,92,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,8,23,C,H1,H,93,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,9,23,D,L2,L,93,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,10,23,C,H1,H,94,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,11,23,D,L2,L,94,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,12,23,C,H1,H,95,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,13,23,D,L2,L,95,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,14,23,C,H1,H,96,16,1
IMG_072_crop.JPG,IMG_100_crop.JPG,15,23,D,L2,L,96,16,1
IMG_073_crop.JPG,IMG_101_crop.JPG,0,0,A,L1,L,1,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,1,0,B,M1,M,1,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,2,0,A,L1,L,2,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,3,0,B,M1,M,2,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,4,0,A,L1,L,3,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,5,0,B,M1,M,3,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,6,0,A,L1,L,4,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,7,0,B,M1,M,4,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,8,0,A,L1,L,5,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,9,0,B,M1,M,5,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,10,0,A,L1,L,6,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,11,0,B,M1,M,6,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,12,0,A,L1,L,7,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,13,0,B,M1,M,7,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,14,0,A,L1,L,8,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,15,0,B,M1,M,8,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,0,1,C,H1,H,1,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,1,1,D,L2,L,1,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,2,1,C,H1,H,2,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,3,1,D,L2,L,2,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,4,1,C,H1,H,3,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,5,1,D,L2,L,3,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,6,1,C,H1,H,4,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,7,1,D,L2,L,4,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,8,1,C,H1,H,5,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,9,1,D,L2,L,5,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,10,1,C,H1,H,6,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,11,1,D,L2,L,6,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,12,1,C,H1,H,7,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,13,1,D,L2,L,7,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,14,1,C,H1,H,8,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,15,1,D,L2,L,8,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,0,2,A,L1,L,9,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,1,2,B,M1,M,9,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,2,2,A,L1,L,10,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,3,2,B,M1,M,10,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,4,2,A,L1,L,11,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,5,2,B,M1,M,11,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,6,2,A,L1,L,12,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,7,2,B,M1,M,12,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,8,2,A,L1,L,13,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,9,2,B,M1,M,13,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,10,2,A,L1,L,14,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,11,2,B,M1,M,14,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,12,2,A,L1,L,15,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,13,2,B,M1,M,15,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,14,2,A,L1,L,16,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,15,2,B,M1,M,16,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,0,3,C,H1,H,9,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,1,3,D,L2,L,9,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,2,3,C,H1,H,10,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,3,3,D,L2,L,10,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,4,3,C,H1,H,11,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,5,3,D,L2,L,11,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,6,3,C,H1,H,12,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,7,3,D,L2,L,12,35,0
IMG_073_crop.JPG,IMG_101_crop.JPG,8,3,C,H1,H,13,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,9,3,D,L2,L,13,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,10,3,C,H1,H,14,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,11,3,D,L2,L,14,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,12,3,C,H1,H,15,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,13,3,D,L2,L,15,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,14,3,C,H1,H,16,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,15,3,D,L2,L,16,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,0,4,A,L1,L,17,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,1,4,B,M1,M,17,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,2,4,A,L1,L,18,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,3,4,B,M1,M,18,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,4,4,A,L1,L,19,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,5,4,B,M1,M,19,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,6,4,A,L1,L,20,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,7,4,B,M1,M,20,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,8,4,A,L1,L,21,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,9,4,B,M1,M,21,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,10,4,A,L1,L,22,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,11,4,B,M1,M,22,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,12,4,A,L1,L,23,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,13,4,B,M1,M,23,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,14,4,A,L1,L,24,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,15,4,B,M1,M,24,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,0,5,C,H1,H,17,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,1,5,D,L2,L,17,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,2,5,C,H1,H,18,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,3,5,D,L2,L,18,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,4,5,C,H1,H,19,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,5,5,D,L2,L,19,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,6,5,C,H1,H,20,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,7,5,D,L2,L,20,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,8,5,C,H1,H,21,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,9,5,D,L2,L,21,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,10,5,C,H1,H,22,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,11,5,D,L2,L,22,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,12,5,C,H1,H,23,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,13,5,D,L2,L,23,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,14,5,C,H1,H,24,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,15,5,D,L2,L,24,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,0,6,A,L1,L,25,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,1,6,B,M1,M,25,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,2,6,A,L1,L,26,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,3,6,B,M1,M,26,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,4,6,A,L1,L,27,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,5,6,B,M1,M,27,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,6,6,A,L1,L,28,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,7,6,B,M1,M,28,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,8,6,A,L1,L,29,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,9,6,B,M1,M,29,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,10,6,A,L1,L,30,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,11,6,B,M1,M,30,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,12,6,A,L1,L,31,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,13,6,B,M1,M,31,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,14,6,A,L1,L,32,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,15,6,B,M1,M,32,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,0,7,C,H1,H,25,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,1,7,D,L2,L,25,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,2,7,C,H1,H,26,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,3,7,D,L2,L,26,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,4,7,C,H1,H,27,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,5,7,D,L2,L,27,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,6,7,C,H1,H,28,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,7,7,D,L2,L,28,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,8,7,C,H1,H,29,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,9,7,D,L2,L,29,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,10,7,C,H1,H,30,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,11,7,D,L2,L,30,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,12,7,C,H1,H,31,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,13,7,D,L2,L,31,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,14,7,C,H1,H,32,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,15,7,D,L2,L,32,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,0,8,A,L1,L,33,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,1,8,B,M1,M,33,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,2,8,A,L1,L,34,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,3,8,B,M1,M,34,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,4,8,A,L1,L,35,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,5,8,B,M1,M,35,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,6,8,A,L1,L,36,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,7,8,B,M1,M,36,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,8,8,A,L1,L,37,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,9,8,B,M1,M,37,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,10,8,A,L1,L,38,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,11,8,B,M1,M,38,35,1
IMG_073_crop.JPG,IMG_101_crop.JPG,12,8,A,L1,L,39,35,1
