,R,G,B,H,S,V
157,0.2723529411764709,0.2205784313725487,0.15261764705882394,0.09459865170992565,0.4396328293736493,0.2723529411764709
158,0.26177450980392203,0.21066666666666758,0.14572549019607878,0.09326687505280128,0.4433167297104974,0.26177450980392203
159,0.2675392156862751,0.21575490196078512,0.15100000000000022,0.092608171391717,0.43559676059950936,0.2675392156862751
160,0.2543333333333344,0.2099019607843139,0.14340196078431433,0.09991162174105062,0.4361652918047953,0.2543333333333344
161,0.2160000000000008,0.1802745098039221,0.11870588235294141,0.1054682251780195,0.4504357298474955,0.2160000000000008
162,0.22151960784313732,0.1733725490196082,0.11694117647058848,0.08993468954095217,0.47209559637087756,0.22151960784313732
163,0.22535294117647112,0.17515686274509842,0.1163921568627454,0.08988662947633609,0.4835117027756024,0.22535294117647112
164,0.22735294117647156,0.1778725490196084,0.11965686274509825,0.09009255044757991,0.47369555843035926,0.22735294117647156
165,0.22713725490196157,0.17879411764705921,0.11927450980392182,0.09196812700721058,0.47487914364640954,0.22713725490196157
166,0.2138627450980397,0.16962745098039264,0.11900000000000034,0.08894860135042039,0.44356835060053146,0.2138627450980397
167,0.20635294117647138,0.16399019607843182,0.11205882352941181,0.09178969986830249,0.45695553021664953,0.20635294117647138
168,0.20846078431372575,0.16537254901960824,0.11024509803921585,0.09354827976309339,0.47114706297323977,0.20846078431372575
169,0.20782352941176502,0.16756862745098094,0.11324509803921579,0.09572924225147772,0.4550901028398909,0.20782352941176502
170,0.209372549019608,0.16750000000000018,0.11537254901960811,0.09242455847587257,0.4489604794905404,0.209372549019608
171,0.21193137254901978,0.16896078431372585,0.1151764705882355,0.09264700915324109,0.45653883517601834,0.21193137254901978
172,0.21959803921568638,0.1718823529411768,0.1156274509803923,0.09017758918749048,0.47345863654627396,0.21959803921568638
173,0.21793137254901945,0.17251960784313775,0.11718627450980394,0.09154015829765243,0.46227900490350393,0.21793137254901945
174,0.2183529411764707,0.17593137254901997,0.11436274509803944,0.09867697432513155,0.47624820402298773,0.2183529411764707
175,0.22669607843137304,0.18229411764705947,0.12315686274509838,0.09519300571284318,0.456731392985339,0.22669607843137304
176,0.21978431372549054,0.17991176470588285,0.12026470588235318,0.09989163629199127,0.4528057810687838,0.21978431372549054
177,0.22639215686274547,0.1826274509803926,0.12241176470588265,0.09651769438682523,0.4592932617356656,0.22639215686274547
178,0.22991176470588265,0.1857745098039217,0.12503921568627482,0.09652238945498713,0.4561425951984983,0.22991176470588265
179,0.2441176470588238,0.2015686274509806,0.1416078431372552,0.09748788574343266,0.4199196787148589,0.2441176470588238
180,0.25999019607843155,0.20838235294117693,0.14372549019607883,0.09268628608370603,0.4471888080244341,0.25999019607843155
181,0.260274509803922,0.2120098039215695,0.1471862745098043,0.09553532726484681,0.4344960072321828,0.260274509803922
182,0.25400980392156897,0.20704901960784391,0.14446078431372592,0.09522104886343358,0.4312787062410736,0.25400980392156897
183,0.25805882352941223,0.21163725490196178,0.14232352941176496,0.09981646195115153,0.44848415773877365,0.25805882352941223
184,0.21800000000000044,0.17957843137254945,0.11778431372549042,0.10276853844648808,0.4597049829105955,0.21800000000000044
185,0.22386274509803974,0.17436274509803945,0.11684313725490213,0.08957798949554152,0.47805903477270784,0.22386274509803974
186,0.2276274509803929,0.17440196078431394,0.11642156862745122,0.08689647065738006,0.48854337152209554,0.2276274509803929
187,0.2272941176470595,0.17494117647058857,0.12143137254901988,0.08424399580169145,0.46575224292615636,0.2272941176470595
188,0.2262941176470593,0.17697058823529466,0.12108823529411795,0.08852856210977562,0.46490772030153343,0.2262941176470593
189,0.21366666666666706,0.16768627450980447,0.1147450980392159,0.08919722497522341,0.462971460034872,0.21366666666666706
190,0.21250000000000077,0.16431372549019646,0.11287254901960797,0.0860558945089548,0.4688350634371409,0.21250000000000077
191,0.21149019607843184,0.1655000000000005,0.11140196078431373,0.09008391288732208,0.47325236417578453,0.21149019607843184
192,0.20866666666666686,0.16622549019607888,0.11469607843137282,0.09139280125195658,0.45033828227776657,0.20866666666666686
193,0.21266666666666714,0.1666666666666671,0.11769607843137281,0.08593991947971519,0.4465701641158031,0.21266666666666714
194,0.21598039215686296,0.1708921568627455,0.11380392156862755,0.09312032239493419,0.4730821606899683,0.21598039215686296
195,0.2222647058823532,0.1742941176470594,0.11601960784313745,0.09141521331241788,0.47801155661417644,0.2222647058823532
196,0.22215686274509827,0.17519607843137294,0.1179215686274513,0.09157888136443461,0.46919682259487994,0.22215686274509827
197,0.22161764705882434,0.17720588235294166,0.119637254901961,0.09408447093507648,0.46016368060163776,0.22161764705882434
198,0.2249019607843146,0.18070588235294174,0.12135294117647083,0.09553114940352199,0.4604184829991292,0.2249019607843146
199,0.22880392156862797,0.18061764705882397,0.12235294117647084,0.09122306133726289,0.46524980718142095,0.22880392156862797
200,0.23210784313725508,0.18460784313725523,0.12365686274509842,0.0936690170553849,0.46724392819429655,0.23210784313725508
201,0.23651960784313764,0.1880098039215689,0.12773529411764728,0.09234559000240322,0.45993782383419685,0.23651960784313764
202,0.25155882352941145,0.20153921568627478,0.14219607843137283,0.09043777080531946,0.4347402470867903,0.25155882352941145
203,0.2622058823529418,0.20794117647058868,0.14425490196078466,0.08998974870473493,0.4498410917928584,0.2622058823529418
204,0.25964705882353006,0.2104705882352946,0.1450980392156868,0.09511582791281507,0.44117202839450165,0.25964705882353006
205,0.2542254901960787,0.20900000000000069,0.1426078431372554,0.09913629044063872,0.4390497859704587,0.2542254901960787
206,0.24688235294117664,0.20724509803921584,0.1406078431372551,0.10450492004920046,0.4304662060201727,0.24688235294117664
207,0.21849019607843176,0.17656862745098093,0.11432352941176499,0.0995921568627454,0.4767567082473298,0.21849019607843176
208,0.22175490196078454,0.17263725490196102,0.1145980392156864,0.09027142421469969,0.48322206994119987,0.22175490196078454
209,0.2204411764705885,0.17302941176470615,0.11632352941176478,0.0907721280602638,0.47231487658438986,0.2204411764705885
210,0.22178431372549068,0.17450000000000043,0.11785294117647087,0.0908404867465334,0.46861462293342754,0.22178431372549068
211,0.21840196078431376,0.17301960784313777,0.11494117647058832,0.09355949335102258,0.4737172868878212,0.21840196078431376
212,0.20881372549019658,0.16465686274509853,0.11132352941176478,0.09117725931885255,0.46687637917273206,0.20881372549019658
213,0.21346078431372628,0.16323529411764753,0.10963725490196083,0.08604028958136613,0.4863822165066843,0.21346078431372628
214,0.21293137254901992,0.16700000000000056,0.11277450980392184,0.09023427303576136,0.47037156406832675,0.21293137254901992
215,0.21300980392156887,0.16852941176470623,0.11331372549019632,0.09230668371193514,0.46803516362130015,0.21300980392156887
216,0.21690196078431387,0.16643137254902007,0.11474509803921604,0.084325015994882,0.47098173928765014,0.21690196078431387
217,0.21539215686274527,0.16981372549019647,0.11374509803921586,0.09193351337448596,0.47191624943104193,0.21539215686274527
218,0.22090196078431418,0.174617647058824,0.11828431372549042,0.09149390146810628,0.46453932185336416,0.22090196078431418
