# gitter v1.1.1 data file generated on Wed May 29 03:24:51 2019
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
5	9	896	0.8614	
5	10	0	NA	
5	11	979	0.8751	
5	12	34	0.9405	
5	13	935	0.8713	
5	14	0	NA	
5	15	853	0.8459	
5	16	0	NA	
5	17	1181	0.8383	
5	18	45	0.9702	
5	19	661	0.9221	
5	20	372	0.9058	
5	21	738	0.8959	
5	22	0	NA	
5	23	1108	0.836	
5	24	0	NA	
6	1	0	NA	
6	2	835	0.8493	
6	3	866	0.7818	
6	4	780	0.8766	
6	5	825	0.7243	
6	6	712	0.7966	
6	7	904	0.8195	
6	8	0	NA	
6	9	1076	0.868	
6	10	795	0.8894	
6	11	951	0.8244	
6	12	0	NA	
6	13	997	0.7661	
6	14	0	NA	
6	15	0	NA	
6	16	0	NA	
6	17	795	0.8348	
6	18	0	NA	
6	19	0	NA	
6	20	0	NA	
6	21	0	NA	
6	22	0	NA	
6	23	0	NA	
6	24	0	NA	
7	1	1093	0.8476	
7	2	0	NA	
7	3	873	0.8323	
7	4	0	NA	
7	5	491	0.8778	
7	6	40	0.9058	
7	7	559	0.8328	
7	8	0	NA	
7	9	991	0.8895	
7	10	14	0.2574	C
7	11	932	0.8743	
7	12	0	NA	
7	13	931	0.9137	
7	14	0	NA	
7	15	1130	0.8449	
7	16	0	NA	
7	17	729	0.885	
7	18	0	NA	
7	19	625	0.8124	
7	20	25	0.521	C
7	21	1046	0.7702	
7	22	5	0.7355	
7	23	1255	0.806	
7	24	31	0.6723	
8	1	1119	0.7943	
8	2	805	0.8018	
8	3	721	0.8014	
8	4	738	0.8241	
8	5	818	0.8721	
8	6	719	0.8873	
8	7	659	0.8228	
8	8	727	0.8103	
8	9	696	0.8792	
8	10	823	0.8735	
8	11	953	0.8725	
8	12	742	0.8433	
8	13	988	0.8795	
8	14	790	0.8822	
8	15	916	0.899	
8	16	820	0.8649	
8	17	963	0.8817	
8	18	803	0.8772	
8	19	1019	0.8983	
8	20	642	0.8891	
8	21	0	NA	
8	22	0	NA	
8	23	1248	0.8524	
8	24	843	0.8037	
9	1	1275	0.7998	
9	2	200	0.8348	
9	3	702	0.7952	
9	4	35	1.1791	
9	5	464	0.9014	
9	6	0	NA	
9	7	959	0.8035	
9	8	0	NA	
9	9	968	0.8519	
9	10	0	NA	
9	11	962	0.7791	
9	12	0	NA	
9	13	897	0.875	
9	14	0	NA	
9	15	879	0.859	
9	16	0	NA	
9	17	947	0.8348	
9	18	0	NA	
9	19	662	0.8444	
9	20	0	NA	
9	21	902	0.8584	
9	22	0	NA	
9	23	987	0.8822	
9	24	0	NA	
10	1	1084	0.8374	
10	2	665	0.8246	
10	3	831	0.871	
10	4	654	0.8501	
10	5	873	0.8308	
10	6	668	0.8831	
10	7	922	0.8686	
10	8	720	0.9139	
10	9	961	0.8799	
10	10	680	0.8602	
10	11	950	0.8698	
10	12	876	0.891	
10	13	961	0.9015	
10	14	625	0.9031	
10	15	986	0.8727	
10	16	821	0.8753	
10	17	1001	0.9526	
10	18	796	0.8751	
10	19	972	0.8321	
10	20	758	0.8426	
10	21	1104	0.8755	
10	22	899	0.8231	
10	23	1151	0.795	
10	24	983	0.856	
11	1	1230	0.7705	
11	2	667	0.8164	
11	3	754	0.8075	
11	4	598	0.7643	
11	5	787	0.8748	
11	6	0	NA	
11	7	931	0.8207	
11	8	0	NA	
11	9	1029	0.8573	
11	10	7	0.9433	
11	11	702	0.8604	
11	12	0	NA	
11	13	1012	0.9098	
11	14	0	NA	
11	15	962	0.872	
11	16	0	NA	
11	17	679	0.8518	
11	18	0	NA	
11	19	1047	0.8655	
11	20	0	NA	
11	21	1050	0.8484	
11	22	0	NA	
11	23	1238	0.8126	
11	24	0	NA	
12	1	1211	0.8596	
12	2	815	0.7569	
12	3	1005	0.8521	
12	4	780	0.8614	
12	5	1047	0.8322	
12	6	810	0.8238	
12	7	1068	0.8456	
12	8	858	0.923	
12	9	1043	0.898	
12	10	914	0.8713	
12	11	1266	0.8908	
12	12	922	0.9199	
12	13	1184	0.8618	
12	14	967	0.8608	
12	15	1247	0.8666	
12	16	895	0.9103	
12	17	1200	0.9006	
12	18	971	0.851	
12	19	774	0.7956	
12	20	897	0.9028	
12	21	906	0.8428	
12	22	834	0.861	
12	23	867	0.8386	
12	24	1077	0.8276	
13	1	1322	0.7922	
13	2	8	0.6899	
13	3	826	0.8846	
13	4	16	0.6899	
13	5	931	0.8574	
13	6	28	0.9433	
13	7	1147	0.8544	
13	8	39	0.9288	
13	9	1175	0.9029	
13	10	0	NA	
13	11	1178	0.8467	
13	12	38	0.8193	
13	13	1294	0.8523	
13	14	0	NA	
13	15	1143	0.8084	
13	16	0	NA	
13	17	1147	0.8881	
13	18	0	NA	
13	19	1139	0.844	
13	20	7	0.8673	
13	21	770	0.8465	
13	22	1	Inf	
13	23	1326	0.8318	
13	24	1199	0.809	
14	1	316	0.8255	
14	2	888	0.9128	
14	3	1134	0.795	
14	4	888	0.8976	
14	5	1083	0.8655	
14	6	713	0.9051	
14	7	1445	0.7961	
14	8	1289	0.8307	
14	9	1570	0.9197	
14	10	1016	0.8748	
14	11	1451	0.8539	
14	12	1203	0.8517	
14	13	1523	0.8586	
14	14	1047	0.8978	
14	15	1399	0.8443	
14	16	1078	0.9155	
14	17	1388	0.9065	
14	18	988	0.8458	
14	19	1306	0.8458	
14	20	910	0.8877	
14	21	1250	0.8581	
14	22	956	0.9247	
14	23	18	0.6219	
14	24	1223	0.8836	
15	1	1588	0.8374	
15	2	0	NA	
15	3	914	0.9159	
15	4	723	0.8538	
15	5	1312	0.819	
15	6	1049	0.7915	
15	7	1511	0.8179	
15	8	51	1.0996	
15	9	1582	0.8343	
15	10	37	1.1742	
15	11	1547	0.8762	
15	12	37	0.9695	
15	13	1507	0.884	
15	14	0	NA	
15	15	1297	0.8371	
15	16	20	0.5533	C
15	17	1375	0.8001	
15	18	18	1.078	
15	19	1287	0.8393	
15	20	885	0.8351	
15	21	1261	0.8688	
15	22	17	0.6852	
15	23	1401	0.8292	
15	24	1066	0.8375	
16	1	1566	0.8732	
16	2	1073	0.8398	
16	3	1496	0.7805	
16	4	1316	0.7908	
16	5	1782	0.8494	
16	6	1593	0.8016	
16	7	0	NA	
16	8	1528	0.805	
16	9	1664	0.8748	
16	10	1539	0.8943	
16	11	2035	0.8617	
16	12	1592	0.8877	
16	13	2144	0.8269	
16	14	1748	0.8578	
16	15	2053	0.8012	
16	16	1878	0.8835	
16	17	1739	0.8472	
16	18	1804	0.8307	
16	19	2060	0.8381	
16	20	1473	0.8532	
16	21	1857	0.8138	
16	22	1284	0.7679	
16	23	1590	0.8606	
16	24	1534	0.8177	
