# gitter v1.1.1 data file generated on Wed May 29 03:23:46 2019
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
4	9	1657	0.6728	
4	10	1032	0.8247	
4	11	11	1.1278	
4	12	0	NA	
4	13	1298	0.8803	
4	14	0	NA	
4	15	1104	0.8906	
4	16	0	NA	
4	17	0	NA	
4	18	1009	0.9019	
4	19	1192	0.7975	
4	20	0	NA	
4	21	0	NA	
4	22	1181	0.9144	
4	23	1040	0.935	
4	24	0	NA	
5	1	3586	0.8871	
5	2	484	0.8533	
5	3	2380	0.8119	
5	4	0	NA	
5	5	1707	0.7319	
5	6	712	0.9038	
5	7	2776	0.7968	
5	8	0	NA	
5	9	2616	0.8442	
5	10	830	0.685	
5	11	3411	0.9103	
5	12	473	0.958	
5	13	3218	0.844	
5	14	521	0.8814	
5	15	1466	0.8827	
5	16	0	NA	
5	17	2285	0.863	
5	18	1269	0.7747	
5	19	1579	0.6951	
5	20	1624	0.7787	
5	21	1259	0.9164	
5	22	669	0.8739	
5	23	2331	0.8129	
5	24	1332	0.7654	
6	1	0	NA	
6	2	2416	0.8751	
6	3	2427	0.8403	
6	4	2875	0.8589	
6	5	2787	0.872	
6	6	2067	0.7658	
6	7	3072	0.8917	
6	8	0	NA	
6	9	2844	0.8594	
6	10	2147	0.7846	
6	11	3303	0.8207	
6	12	0	NA	
6	13	2114	0.8219	
6	14	0	NA	
6	15	0	NA	
6	16	0	NA	
6	17	1374	0.7567	
6	18	0	NA	
6	19	0	NA	
6	20	0	NA	
6	21	0	NA	
6	22	0	NA	
6	23	0	NA	
6	24	0	NA	
7	1	3440	0.8573	
7	2	0	NA	
7	3	2889	0.8739	
7	4	0	NA	
7	5	1502	0.6609	
7	6	1041	0.7183	
7	7	2350	0.8332	
7	8	0	NA	
7	9	2375	0.8856	
7	10	242	0.8952	
7	11	1686	0.7686	
7	12	0	NA	
7	13	3060	0.8996	
7	14	0	NA	
7	15	1757	0.8512	
7	16	0	NA	
7	17	1632	0.7802	
7	18	0	NA	
7	19	908	0.9276	
7	20	610	0.9254	
7	21	2635	0.8188	
7	22	1323	0.5831	C
7	23	3401	0.832	
7	24	2204	0.7933	
8	1	3034	0.862	
8	2	2719	0.8328	
8	3	2529	0.8659	
8	4	2768	0.864	
8	5	2954	0.9061	
8	6	1978	0.8733	
8	7	2507	0.8756	
8	8	3177	0.8684	
8	9	2262	0.8667	
8	10	3060	0.8882	
8	11	3102	0.8975	
8	12	2766	0.8684	
8	13	2639	0.822	
8	14	2996	0.8908	
8	15	3247	0.8876	
8	16	3112	0.8668	
8	17	3199	0.8861	
8	18	2972	0.837	
8	19	3154	0.8641	
8	20	2175	0.6822	
8	21	258	0.8921	
8	22	0	NA	
8	23	2515	0.6501	
8	24	2493	0.581	C
9	1	3099	0.8573	
9	2	381	0.9403	
9	3	2242	0.9043	
9	4	1670	0.8135	
9	5	1681	0.775	
9	6	196	0.9302	
9	7	2382	0.8783	
9	8	58	0.977	
9	9	2236	0.9008	
9	10	0	NA	
9	11	2049	0.8856	
9	12	0	NA	
9	13	2601	0.8744	
9	14	0	NA	
9	15	2661	0.869	
9	16	0	NA	
9	17	2495	0.7844	
9	18	0	NA	
9	19	1768	0.6069	
9	20	0	NA	
9	21	2254	0.805	
9	22	226	1.003	
9	23	2228	0.7859	
9	24	2679	0.8431	
10	1	3466	0.8512	
10	2	3258	0.8886	
10	3	2753	0.8862	
10	4	2920	0.8833	
10	5	2837	0.8876	
10	6	3043	0.841	
10	7	2743	0.9198	
10	8	3301	0.8685	
10	9	2841	0.9038	
10	10	2823	0.8854	
10	11	2949	0.9304	
10	12	2985	0.8999	
10	13	2925	0.8899	
10	14	2554	0.9088	
10	15	3085	0.8976	
10	16	2920	0.8905	
10	17	3105	0.8793	
10	18	3531	0.8709	
10	19	2659	0.8559	
10	20	3329	0.8864	
10	21	2679	0.8801	
10	22	3075	0.8876	
10	23	2687	0.8849	
10	24	3225	0.8642	
11	1	2629	0.9024	
11	2	1898	0.8251	
11	3	2361	0.8651	
11	4	1560	0.83	
11	5	2037	0.888	
11	6	0	NA	
11	7	2031	0.8694	
11	8	0	NA	
11	9	2308	0.9248	
11	10	208	0.7631	
11	11	1829	0.8507	
11	12	0	NA	
11	13	2304	0.8332	
11	14	0	NA	
11	15	2542	0.9116	
11	16	0	NA	
11	17	1504	0.748	
11	18	0	NA	
11	19	2014	0.8461	
11	20	0	NA	
11	21	2862	0.8976	
11	22	188	0.7682	
11	23	2558	0.8621	
11	24	2497	0.3974	C
12	1	3089	0.8748	
12	2	3271	0.909	
12	3	2590	0.9	
12	4	2993	0.8929	
12	5	2664	0.8605	
12	6	2931	0.8815	
12	7	2637	0.8715	
12	8	3066	0.8227	
12	9	2704	0.883	
12	10	3083	0.88	
12	11	2924	0.9043	
12	12	2994	0.8789	
12	13	2675	0.8926	
12	14	3067	0.9067	
12	15	2911	0.8899	
12	16	3153	0.8831	
12	17	2785	0.8642	
12	18	3220	0.9191	
12	19	2256	0.915	
12	20	3301	0.8565	
12	21	2517	0.8979	
12	22	3060	0.8714	
12	23	2309	0.9036	
12	24	3369	0.9138	
13	1	3132	0.887	
13	2	1623	0.8243	
13	3	2232	0.9262	
13	4	1641	0.7832	
13	5	1929	0.8318	
13	6	1222	0.5892	C
13	7	2064	0.9008	
13	8	216	0.7268	
13	9	2138	0.9079	
13	10	0	NA	
13	11	2250	0.8781	
13	12	570	0.4097	C
13	13	2327	0.8964	
13	14	100	0.7934	
13	15	2380	0.8955	
13	16	0	NA	
13	17	2206	0.8863	
13	18	0	NA	
13	19	2194	0.8733	
13	20	132	0.4528	C
13	21	1387	0.7001	
13	22	1232	0.3231	C
13	23	2521	0.8947	
13	24	2609	0.8978	
14	1	2682	0.8833	
14	2	2999	0.9063	
14	3	2122	0.8925	
14	4	2874	0.9143	
14	5	1224	0.548	C
14	6	1539	0.5395	C
14	7	2495	0.8409	
14	8	3086	0.8719	
14	9	2675	0.881	
14	10	2680	0.9199	
14	11	2669	0.8167	
14	12	3244	0.9035	
14	13	2631	0.9086	
14	14	2772	0.8766	
14	15	2706	0.9065	
14	16	3169	0.9147	
14	17	2601	0.9006	
14	18	2944	0.8733	
14	19	2524	0.9037	
14	20	3088	0.8601	
14	21	2559	0.8993	
14	22	2990	0.8582	
14	23	2169	0.842	
14	24	3408	0.9055	
15	1	3106	0.8679	
15	2	1133	0.416	C
15	3	2856	0.8832	
15	4	1517	0.8393	
15	5	2271	0.86	
15	6	2109	0.8081	
15	7	2491	0.8572	
15	8	1888	0.824	
15	9	2473	0.9071	
15	10	1489	0.8461	
15	11	2565	0.9038	
15	12	898	0.4696	C
15	13	2477	0.8814	
15	14	454	0.4937	C
15	15	2342	0.8536	
15	16	221	0.3441	C
15	17	2374	0.918	
15	18	1294	0.3726	C
15	19	2455	0.8584	
15	20	880	0.6877	
15	21	2311	0.8937	
15	22	1771	0.8381	
15	23	2745	0.846	
15	24	2329	0.8287	
16	1	2908	0.8826	
16	2	3117	0.8787	
16	3	2358	0.8152	
16	4	2675	0.856	
16	5	2202	0.8717	
16	6	2825	0.8869	
16	7	141	0.4876	C
16	8	2811	0.8299	
16	9	2465	0.8882	
16	10	2167	0.8789	
16	11	2366	0.8656	
16	12	2344	0.8707	
16	13	2776	0.8861	
16	14	2684	0.8619	
16	15	2537	0.8861	
16	16	2718	0.8758	
16	17	1149	0.3149	C
16	18	3135	0.9079	
16	19	2304	0.8127	
16	20	3066	0.9147	
16	21	2444	0.8643	
16	22	2977	0.9035	
16	23	2636	0.884	
16	24	3441	0.8531	
