# gitter v1.1.1 data file generated on Wed May 29 03:24:27 2019
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
9	2	823	0.8309	
9	3	700	0.8947	
9	4	754	0.8775	
9	5	500	0.8815	
9	6	0	NA	
9	7	846	0.8197	
9	8	0	NA	
9	9	615	0.8474	
9	10	2	25.1327	
9	11	862	0.7906	
9	12	4	1.078	
9	13	996	0.7825	
9	14	15	0.66	
9	15	809	0.9237	
9	16	14	0.8385	
9	17	169	0.6906	
9	18	28	0.9106	
9	19	844	0.8622	
9	20	1095	0.9037	
9	21	922	0.7609	
9	22	117	0.8091	
9	23	841	0.887	
9	24	42	0.3898	C
10	1	845	0.8557	
10	2	868	0.8922	
10	3	559	0.8935	
10	4	777	0.7868	
10	5	666	0.8047	
10	6	694	0.8454	
10	7	779	0.9182	
10	8	0	NA	
10	9	761	0.8786	
10	10	771	0.9148	
10	11	627	0.906	
10	12	1095	0.8684	
10	13	588	0.9275	
10	14	773	0.8728	
10	15	816	0.8477	
10	16	874	0.8541	
10	17	951	0.8743	
10	18	1117	0.8277	
10	19	877	0.7852	
10	20	936	0.8692	
10	21	910	0.8101	
10	22	805	0.9089	
10	23	712	0.7828	
10	24	1398	0.8457	
11	1	853	0.7616	
11	2	955	0.8033	
11	3	500	0.7857	
11	4	0	NA	
11	5	568	0.8312	
11	6	911	0.867	
11	7	731	0.9171	
11	8	0	NA	
11	9	28	0.8886	
11	10	579	0.8966	
11	11	36	0.7157	
11	12	0	NA	
11	13	894	0.8866	
11	14	8	1.0258	
11	15	1074	0.824	
11	16	1213	0.8908	
11	17	911	0.9225	
11	18	1000	0.8902	
11	19	828	0.8749	
11	20	12	0.8826	
11	21	1096	0.8377	
11	22	0	NA	
11	23	815	0.8542	
11	24	1164	0.7846	
12	1	963	0.8489	
12	2	843	0.8448	
12	3	663	0.8289	
12	4	763	0.8012	
12	5	745	0.884	
12	6	650	0.8593	
12	7	878	0.832	
12	8	1038	0.8683	
12	9	926	0.9279	
12	10	893	0.9083	
12	11	974	0.9518	
12	12	1113	0.8618	
12	13	983	0.9	
12	14	1008	0.8714	
12	15	1018	0.8886	
12	16	0	NA	
12	17	1064	0.855	
12	18	1174	0.8778	
12	19	893	0.8894	
12	20	910	0.7976	
12	21	841	0.7646	
12	22	816	0.8699	
12	23	858	0.8819	
12	24	1021	0.8483	
13	1	0	NA	
13	2	0	NA	
13	3	399	0.8152	
13	4	1	Inf	
13	5	896	0.9057	
13	6	1271	0.8372	
13	7	820	0.8894	
13	8	0	NA	
13	9	1057	0.8641	
13	10	1240	0.888	
13	11	1124	0.8513	
13	12	1339	0.8926	
13	13	925	0.8729	
13	14	0	NA	
13	15	1187	0.8796	
13	16	1	Inf	
13	17	120	0.8532	
13	18	73	0.6864	
13	19	920	0.818	
13	20	1313	0.8008	
13	21	960	0.838	
13	22	1088	0.7608	
13	23	1024	0.8498	
13	24	1303	0.8977	
14	1	1122	0.8209	
14	2	897	0.8857	
14	3	871	0.7975	
14	4	938	0.835	
14	5	968	0.8952	
14	6	909	0.8614	
14	7	1157	0.802	
14	8	1101	0.8307	
14	9	1272	0.8614	
14	10	944	0.8679	
14	11	0	NA	
14	12	49	0.9609	
14	13	1268	0.8556	
14	14	925	0.814	
14	15	1340	0.901	
14	16	1063	0.869	
14	17	1224	0.8238	
14	18	1097	0.7984	
14	19	1101	0.9001	
14	20	68	0.6987	
14	21	980	0.7832	
14	22	1114	0.8437	
14	23	1020	0.8498	
14	24	1123	0.8397	
15	1	1036	0.814	
15	2	1410	0.8205	
15	3	584	0.7501	
15	4	0	NA	
15	5	959	0.8719	
15	6	21	0.9055	
15	7	883	0.8541	
15	8	11	0.7411	
15	9	1199	0.8219	
15	10	1855	0.8464	
15	11	1300	0.8563	
15	12	2011	0.8111	
15	13	1277	0.8953	
15	14	1997	0.8977	
15	15	918	0.8789	
15	16	1988	0.8466	
15	17	1273	0.8385	
15	18	1876	0.7837	
15	19	1039	0.8494	
15	20	1845	0.9148	
15	21	1013	0.8249	
15	22	1654	0.8482	
15	23	50	1.156	
15	24	1553	0.8353	
16	1	1534	0.9028	
16	2	1055	0.7789	
16	3	1369	0.7668	
16	4	1446	0.7568	
16	5	1483	0.788	
16	6	1354	0.823	
16	7	1677	0.8581	
16	8	1260	0.8911	
16	9	1332	0.8384	
16	10	1287	0.8653	
16	11	1743	0.8643	
16	12	55	0.8235	
16	13	1609	0.8358	
16	14	1409	0.8226	
16	15	1577	0.8891	
16	16	1609	0.9013	
16	17	1408	0.9074	
16	18	1500	0.8057	
16	19	1511	0.8614	
16	20	1701	0.7865	
16	21	1638	0.8519	
16	22	1470	0.7629	
16	23	1269	0.7987	
16	24	1631	0.8667	
