# gitter v1.1.1 data file generated on Wed May 29 03:24:59 2019
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
12	16	21	0.7388	
12	17	1014	0.8646	
12	18	1224	0.9152	
12	19	21	0.8631	
12	20	85	0.8734	
12	21	619	0.8945	
12	22	824	0.847	
12	23	514	0.7899	
12	24	1211	0.8828	
13	1	1626	0.8122	
13	2	20	0.9942	
13	3	1260	0.8757	
13	4	0	NA	
13	5	0	NA	
13	6	27	0.8568	
13	7	1551	0.8954	
13	8	68	0.9256	
13	9	1377	0.8993	
13	10	77	0.847	
13	11	1468	0.8809	
13	12	69	0.7976	
13	13	0	NA	
13	14	1516	0.8822	
13	15	7	0.8673	
13	16	1455	0.8802	
13	17	59	0.6209	
13	18	1412	0.8405	
13	19	116	0.7599	
13	20	1457	0.7809	
13	21	90	0.6581	
13	22	1226	0.8116	
13	23	53	0.8927	
13	24	1270	0.7966	
14	1	69	0.9544	
14	2	1	Inf	
14	3	1499	0.8267	
14	4	1059	0.8944	
14	5	1656	0.9204	
14	6	33	0.8647	
14	7	103	0.762	
14	8	1427	0.9026	
14	9	1788	0.9053	
14	10	1301	0.8527	
14	11	1599	0.8616	
14	12	43	0.8837	
14	13	0	NA	
14	14	2010	0.8373	
14	15	761	0.8689	
14	16	1846	0.8391	
14	17	1417	0.8846	
14	18	46	0.7519	
14	19	1419	0.8515	
14	20	89	0.902	
14	21	65	0.715	
14	22	1524	0.8632	
14	23	1058	0.7881	
14	24	1399	0.8776	
15	1	1930	0.8366	
15	2	0	NA	
15	3	896	0.863	
15	4	34	1.2504	
15	5	1476	0.8321	
15	6	22	1.1278	
15	7	1585	0.8579	
15	8	13	0.7192	
15	9	1678	0.856	
15	10	60	0.9929	
15	11	1713	0.9062	
15	12	39	0.7171	
15	13	0	NA	
15	14	1749	0.8894	
15	15	76	1.0345	
15	16	1585	0.8838	
15	17	9	0.4716	C
15	18	1532	0.8677	
15	19	80	0.822	
15	20	1558	0.8923	
15	21	1438	0.8977	
15	22	1486	0.8483	
15	23	33	0.6472	
15	24	1444	0.8706	
16	1	31	0.7824	
16	2	0	NA	
16	3	2004	0.826	
16	4	1436	0.8081	
16	5	1965	0.8721	
16	6	1680	0.8899	
16	7	2241	0.8454	
16	8	1809	0.9159	
16	9	42	0.7723	
16	10	4	12.5664	
16	11	47	0.4565	C
16	12	61	0.9679	
16	13	0	NA	
16	14	2074	0.8349	
16	15	87	0.7751	
16	16	2072	0.8216	
16	17	1885	0.8841	
16	18	2365	0.8753	
16	19	1958	0.7935	
16	20	200	0.7192	
16	21	1719	0.856	
16	22	64	0.7954	
16	23	1763	0.8235	
16	24	1759	0.8632	
