# gitter v1.1.1 data file generated on Wed May 29 03:23:13 2019
# Warning possible misgridding: high count of small colony sizes, high count of low colony circularity
# Flags: S - Colony spill or edge interference, C - Low colony circularity
# row	col	size	circularity	flags
11	9	1861	0.6605	
11	10	1996	0.8947	
11	11	2358	0.8649	
11	12	2545	0.866	
11	13	2215	0.8807	
11	14	2386	0.9108	
11	15	2205	0.8719	
11	16	2501	0.8876	
11	17	2628	0.8966	
11	18	2192	0.8807	
11	19	2515	0.8784	
11	20	2186	0.8509	
11	21	2069	0.8907	
11	22	2600	0.8563	
11	23	2662	0.8693	
11	24	2641	0.8235	
12	1	3473	0.8831	
12	2	1968	0.4643	C
12	3	2992	0.8454	
12	4	2215	0.9018	
12	5	2664	0.8238	
12	6	2090	0.885	
12	7	2934	0.8803	
12	8	2511	0.9038	
12	9	2824	0.8784	
12	10	2401	0.8619	
12	11	2825	0.8665	
12	12	2520	0.9161	
12	13	2595	0.9234	
12	14	2660	0.8942	
12	15	2749	0.8702	
12	16	2440	0.8638	
12	17	2880	0.8592	
12	18	2368	0.8991	
12	19	2820	0.8579	
12	20	2489	0.9271	
12	21	2820	0.8501	
12	22	2415	0.8858	
12	23	2953	0.8902	
12	24	3279	0.8846	
13	1	3029	0.8792	
13	2	2056	0.7972	
13	3	1608	0.8599	
13	4	2482	0.9279	
13	5	2290	0.8972	
13	6	2282	0.8455	
13	7	725	0.6507	
13	8	2655	0.8467	
13	9	936	0.6848	
13	10	2809	0.8352	
13	11	2052	0.8834	
13	12	2617	0.8905	
13	13	481	0.8432	
13	14	2643	0.8885	
13	15	1851	0.8523	
13	16	2385	0.8964	
13	17	1753	0.8406	
13	18	1995	0.8637	
13	19	2230	0.8842	
13	20	2323	0.8629	
13	21	2469	0.9231	
13	22	2245	0.8715	
13	23	2225	0.8774	
13	24	2720	0.844	
14	1	3537	0.8724	
14	2	2223	0.6763	
14	3	3167	0.8724	
14	4	2196	0.8297	
14	5	2862	0.8728	
14	6	2232	0.7844	
14	7	2788	0.8177	
14	8	1164	0.7018	
14	9	2918	0.8376	
14	10	2308	0.8983	
14	11	3002	0.905	
14	12	2685	0.8768	
14	13	2630	0.8972	
14	14	1755	0.7607	
14	15	2919	0.8779	
14	16	2648	0.8773	
14	17	2951	0.8684	
14	18	2412	0.896	
14	19	2799	0.9274	
14	20	1959	0.4412	C
14	21	2632	0.8742	
14	22	2174	0.6412	
14	23	3022	0.9089	
14	24	2991	0.8557	
15	1	2094	0.8182	
15	2	2739	0.8014	
15	3	0	NA	
15	4	2375	0.895	
15	5	1694	0.7251	
15	6	2398	0.8542	
15	7	1232	0.6567	
15	8	2556	0.8103	
15	9	622	0.7713	
15	10	2602	0.8854	
15	11	1383	0.6274	
15	12	2524	0.862	
15	13	1365	0.6495	
15	14	2609	0.8666	
15	15	1213	0.6516	
15	16	2376	0.8793	
15	17	1424	0.7817	
15	18	2760	0.8429	
15	19	755	0.676	
15	20	2681	0.863	
15	21	199	0.8233	
15	22	2580	0.8354	
15	23	2457	0.8979	
15	24	3271	0.9019	
16	1	3506	0.8673	
16	2	482	0.8429	
16	3	3070	0.8227	
16	4	962	0.4706	C
16	5	1352	0.7769	
16	6	701	0.5148	C
16	7	2874	0.8005	
16	8	955	0.8522	
16	9	2355	0.7858	
16	10	2497	0.8785	
16	11	2666	0.894	
16	12	2160	0.5989	C
16	13	2506	0.8762	
16	14	2608	0.8671	
16	15	2579	0.8523	
16	16	771	0.3446	C
16	17	2828	0.9158	
16	18	1826	0.5789	C
16	19	2572	0.886	
16	20	2369	0.8152	
16	21	2971	0.8624	
16	22	2366	0.7688	
16	23	3089	0.8728	
16	24	3062	0.87	
